ID,Project,File Upload Id,Mark,Quantity,Area,Location,Door Ref,Door Size,Door Width,Door Height,Door Thickness,Door Material,Fire Rating,Frame Ref,Frame Size,Frame Width,Frame Height,Frame Throat,Hardware Ref,Remarks,Extra,Hardware Sets,Sync to Openings
5205,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",136,,MECHANICAL ROOM #134,,L,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5206,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",137,,EMPLOYEE BREAK ROOM #136,,L,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,F.H.M.,,,,,9,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: ,"""""""Tru_Israel, IL"""" - 9""",
5207,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",138,,DRYERS #138,,M,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5208,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",139,,LINEN STORAGE #137,,L,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5209,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",140,,CORRIDOR #140,,L,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 13""",
5210,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",141,,ELEVATOR EQUIPMENT #139,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5211,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",142,,ELEVATOR 1 #141,,*,* x *,*,*,*,,90-min.,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: 1-1/2 HR; REMARKS: * PKGD ASS'Y BY ELEVATOR MFR,,
5212,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",143,,ELEVATOR 2 #141,,*,* x *,*,*,*,,90-min.,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: 1-1/2 HR; REMARKS: * PKGD ASS'Y BY ELEVATOR MFR,,
5213,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",144,,LAUNDRY #143,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5214,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",145,,WATER HEATERS #142,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5215,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",146,,MECHANICAL #143,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5216,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",147,,WORK AREA #144,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,8,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 8""",
5217,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",148,,OFFICE #145,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: -; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5218,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",149,,STORAGE #105,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5219,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",201,,STAIR A #201,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,7,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 7""",
5220,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",202,,ELECTRICAL ROOM #203,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5221,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",203,,MECHANICAL ROOM #219,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5222,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",204,,STAIR B #217,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,7,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 7""",
5223,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",205,,ELEVATORS #224,,*,* x *,*,*,*,,120-min.,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: 2 HR; REMARKS: * PKGD ASS'Y BY ELEVATOR MFR,,
5224,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",206,,LAUNDRY CHUTE #225,,C,"3'-0"" x 3'-0""","3'-0""","3'-0""","1 3/4""",,90-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: NOTE:1-1/2 HR DOOR AT LINEN CHUTE SHAFT SUPPLIED BY CHUTE MFR,"""""""Tru_Israel, IL"""" - 13""",
5225,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",208,,LINEN STORAGE #227,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5226,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",209,,ELECTRICAL ROOM #209,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5227,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",210,,MECHANICAL ROOM #207,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5228,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",211,,LAUNDRY CHUTE CLOSET,,D,"3'-0"" x 3'-0""","3'-0""","3'-0""","1 3/4""",,90-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: NOTE:1-1/2 HR DOOR AT LINEN CHUTE SHAFT SUPPLIED BY CHUTE MFR,"""""""Tru_Israel, IL"""" - 13""",
5229,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",301,,STAIR A #301,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,7,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 7""",
5230,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",302,,ELECTRICAL ROOM #303,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5231,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",303,,MECHANICAL ROOM #319,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5232,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",304,,STAIR B #317,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,7,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 7""",
5233,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",305,,ELEVATORS #325,,*,* x *,*,*,*,,120-min.,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: 2 HR; REMARKS: * PKGD ASS'Y BY ELEVATOR MFR,,
5234,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",306,,LAUNDRY CHUTE #325,,C,"3'-0"" x 3'-0""","3'-0""","3'-0""","1 3/4""",,90-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: NOTE:1-1/2 HR DOOR AT LINEN CHUTE SHAFT SUPPLIED BY CHUTE MFR,"""""""Tru_Israel, IL"""" - 13""",
5235,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",308,,LINEN STORAGE #327,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5236,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",309,,ELECTRICAL ROOM #309,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5237,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",310,,MECHANICAL ROOM #307,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5238,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",311,,LAUNDRY CHUTE CLOSET,,C,"3'-0"" x 3'-0""","3'-0""","3'-0""","1 3/4""",,90-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: NOTE:1-1/2 HR DOOR AT LINEN CHUTE SHAFT SUPPLIED BY CHUTE MFR,"""""""Tru_Israel, IL"""" - 13""",
5239,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",401,,STAIR A #401,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,7,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 7""",
5240,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",402,,ELECTRICAL ROOM #403,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5241,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",403,,MECHANICAL ROOM #419,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5242,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",404,,STAIR B #417,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,7,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 7""",
5243,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",405,,ELEVATORS #424,,*,* x *,*,*,*,,120-min.,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: 2 HR; REMARKS: * PKGD ASS'Y BY ELEVATOR MFR,,
5244,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",406,,LAUNDRY CHUTE #425,,C,"3'-0"" x 3'-0""","3'-0""","3'-0""","1 3/4""",,90-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: NOTE:1-1/2 HR DOOR AT LINEN CHUTE SHAFT SUPPLIED BY CHUTE MFR,"""""""Tru_Israel, IL"""" - 13""",
5245,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",408,,LINEN STORAGE #427,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5246,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",409,,ELECTRICAL ROOM #409,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5247,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",410,,MECHANICAL ROOM #410,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5248,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",411,,LAUNDRY CHUTE CLOSET,,C,"3'-0"" x 3'-0""","3'-0""","3'-0""","1 3/4""",,90-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: NOTE:1-1/2 HR DOOR AT LINEN CHUTE SHAFT SUPPLIED BY CHUTE MFR,"""""""Tru_Israel, IL"""" - 13""",
5249,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",501,,STAIR A #501,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,7,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 7""",
5250,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",502,,ELECTRICAL ROOM #503,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5251,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",503,,MECHANICAL ROOM #519,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5252,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",504,,STAIR B #517,,F,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,90-min.,F.H.M.,,,,,7,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 7""",
5253,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",505,,ELEVATORS #524,,*,* x *,*,*,*,,120-min.,*,,,,,*,,NUMBER OF PANELS: *; DOOR MAT'L: *; DOOR FINISH: *; FRAME MAT'L: *; FRAME FINISH: *; EXT FR FINISH: *; INT FR FINISH: *; RATING: 2 HR; REMARKS: * PKGD ASS'Y BY ELEVATOR MFR,,
5254,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",506,,LAUNDRY CHUTE #525,,C,"3'-0"" x 3'-0""","3'-0""","3'-0""","1 3/4""",,90-min.,F.H.M.,,,,,13,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PAINT; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 1-1/2 HR; REMARKS: NOTE:1-1/2 HR DOOR AT LINEN CHUTE SHAFT SUPPLIED BY CHUTE MFR,"""""""Tru_Israel, IL"""" - 13""",
5255,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",508,,LINEN STORAGE #527,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
5256,"""Tru_Israel, IL""","""Tru_Israel, IL 2025-07-10 16:38""",509,,ELECTRICAL ROOM #509,,E,"3'-0"" x 7'-0""","3'-0""","7'-0""","1 3/4""",,45-min.,F.H.M.,,,,,3,,NUMBER OF PANELS: 1; DOOR MAT'L: F.S.C.; DOOR FINISH: PLAM; FRAME MAT'L: F.H.M.; FRAME FINISH: PAINT; EXT FR FINISH: PAINT; INT FR FINISH: PAINT; RATING: 3/4 HR; REMARKS: ,"""""""Tru_Israel, IL"""" - 3""",
